"nid","key_number","display_name","sort_name","parent","biography","present_in_yok"
"22883","2734","Beauchamp, Ancestors of Hubert and Sophonsiba","Beauchamp, Ancestors of Hubert and Sophonsiba","","<p>Thinking about his legacy in <em>Go Down, Moses</em>, Ike refers to ""the ones who sired the Beauchamp who sired Uncle Hubert and  his Uncle Hubert's sister"" (294).  The locution is confusing, in part because ""his Uncle Hubert's sister"" is in fact Ike's mother, Sophonsiba, as one might expect him to acknowledge.  And obviously ""the ones who sired"" doesn't imply two fathers, but a longer generation of 'sires,' who would include Ike's great-grandfather and earlier male ancestors.</p>","No"
"22882","2733","Beauchamp, Father of Hubert and Sophonsiba","Beauchamp, Father of Hubert and Sophonsiba","","<p>Sophonsiba only briefly mentions her father as she flirts with Buck McCaslin in <em>Go Down, Moses</em>.  Ike, however, recalls the Beauchamp family line, and Hubert’s and Sophonsiba’s father in it, as he contemplates his inheritance (294).</p>","Yes"
"22881","2732","Aunt Thisbe","Thisbe, Aunt","","<p>When Molly Beauchamp tries to placate her husband by saying she will take Roth Edmonds' infant son back to the big house, she says that ""Aunt Thisbe can fix him a sugar-tit - "" (49).  This is the only reference to Thisbe in <em>Go Down, Moses</em>, but it's safe to infer from it that she is a servant in the Edmonds household.</p>","Yes"
"22880","2731","Turner Ashby","Ashby, Turner","","<p>Turner Ashby led a cavalry brigade in the Army of Northern Virginia.  The historical event Cass refers to in <em>Go Down, Moses</em> - how ""by chance"" Turner Ashby lost and the Union army found ""Lee's battle-order"" for the Confederate Army of Northern Virginia's first invasion of the North in 1862 - is a famous piece of Civil War history; the order itself, Special Order 191, is often referred to as the 'Lost Dispatch' or the 'Lost Order' (272).  Ashby himself was killed in combat in 1862.</p>","No"
"22879","2730","Unnamed Sons of Farmers","Unnamed Sons of Farmers","Unnamed Farmers 3","<p>In ""The Bear"" the narrative notes that ""in April"" school is always let out ""so that the sons of farmers could help with the land's planting"" (291).</p>","Yes"
"22876","2729","John Keats","Keats, John","","<p>John Keats, the author of the poem quoted in both ""Delta Autumn"" and <em>Go Down, Moses</em>, was one of the principal figures of the second generation of British Romantics. Unlike the most prominent of his contemporaries, Keats was born of humble origins. He died of tuberculosis at the young age of twenty-five, at which time he had only been a published poet for five years.  The poem in ""five stanzas"" from which (in ""Delta Autumn"") the father reads (293-94) - or (in <em>Go Down, Moses</em>) McCaslin Edmonds reads (282) - is not named in either of Faulkner's texts, but the two lines both texts quote make it easy to recognize as Keats' ""Ode on a Grecian Urn"" (293-94), one of Faulkner's own favorite poems.</p>","No"
"22875","2728","Unnamed Slaves in Delta","Unnamed Slaves in Delta","","<p>Both ""Delta Autumn"" and the chapter with that title in <em>Go Down, Moses</em> briefly describe the process by which generations of planters created the plantation agriculture of the Delta.  Before the Civil War it was these ""gangs of slaves"" who provided the labor force which turned the wilderness into cotton fields (270, 323).</p>","No"
"22874","2727","Unnamed Planters","Unnamed Planters","","<p>Both ""Delta Autumn"" and <em>Go Down, Moses</em> briefly trace the process by which several generations of planters, the white men who own the land, turned the wilderness into fields, using the labor of ""gangs of slaves"" before the Civil War and ""hired labor"" ever since (270, 323).</p>","No"
"22873","2726","Unnamed People of This Delta","Unnamed People of This Delta","","<p>In ""Delta Autumn"" and again in the chapter with that title in <em>Go Down, Moses</em>, Ike McCaslin has vividly creates an image the diverse group of human beings that he thinks of as the ""spawn"" of the modern Delta, where the boundaries between races seem to have broken down (279, 346).  It includes ""white men"" who own plantations and ""commute every night to Memphis,"" ""black men"" who own plantations and even towns and ""keep their town houses in Chicago,"" and is an amalgamation of ""Chinese and African and Aryan and Jew"" who ""breed"" together (279, 346).   This is one of the most racially, ethnically and socio-economically diverse groups in Faulkner's fiction, though it is safe to say that it reflects Ike's (and perhaps Faulkner's) fears more than any reality, in the Mississippi Delta or anywhere else in the broader U.S.</p>","No"
"22872","2725","Unnamed Youngest Negro in Delta Camp","Unnamed Youngest Negro in Delta Camp","","<p>In ""Delta Autumn"" and again in the chapter with that title in <em>Go Down, Moses</em>, the ""youngest Negro"" among the hunting party performs a specific job for the white hunters: he sleeps in the tent with them, ""lying on planks"" beside the wood stove and tending it throughout the night (273, 333).  It is also ""the young[est] Negro"" who brings the young woman into the tent to talk with Ike McCaslin (277, 339).  When Ike mistakes the shadow of his white relative for the looming ""shadow of the youngest negro,"" this character also becomes (<em>in absentia</em>) an extremely portentous presence (274, 335).</p>","No"
"22870","2724","Unnamed Biracial Woman 1","Unnamed Biracial Woman 1","Unnamed Negro Father of Young Woman","<p>The character of the unnamed woman with whom Don Boyd has had an affair and a child in ""Delta Autumn"" comes into focus slowly.  At the start of the story she is referred to elliptically as the ""doe"" whom Boyd hunted the year before (268).  When she appears before Ike in person at the end of the story, she brings with her ""something intangible"" (277).  She is wearing a man's hat and rain coat, and has ""a face young"" with ""dark eyes"" (268).  She tells Ike she is a teacher.  She is obviously fair-skinned enough to pass as ""white,"" because it is not until she tells Ike that her aunt ""took in washing"" that he identifies that ""intangible something"" as her racial heritage as a Negro.  She expresses no shame or remorse about the affair or the child she carries in her arms; as she tells Ike, ""I knew what I was doing"" (277).  It seems clear that she loves Boyd, but is not surprised to learn he has abandoned her.  Ike endorses her decision to ""go back North,"" where she is originally from (178).  (When Faulkner revised the story for publication in <em>Go Down, Moses</em>, he identifies the woman as a descendant of Ike's own grandfather.  In that character she has her own entry in the database.)</p>","No"
"22869","2723","Unnamed Mississippi Indians 1","Unnamed Mississippi Indians 1","","<p>In both ""Delta Autumn""  and the chapter with that title in <em>Go Down, Moses</em>, the texts briefly mention the Indians who once inhabited Mississippi.  As the ""successors"" of the aboriginal inhabitants, they turned the aboriginals' raised refuges from the water into burial mounds, which suggests their inevitable historical fate: all that is left of these Indians in the present are their words as the names of ""the little towns"" along the river (271, 325).   The passage specifically mentions the Choctaw people, in connection with the Yazoo River, ""the River of the Dead of the Choctaws"" (270, 324).</p>","Yes"
"22868","2722","Unnamed Hired Delta Farm Workers","Unnamed Hired Delta Farm Workers","","<p>Both ""Delta Autumn"" and <em>Go Down, Moses</em> note that after slavery was abolished, planters and plantation owners employed ""hired labor"" to grow cotton in the Delta; these men are also described as the ""Negroes who work"" the land for ""the white men who own it"" (270, 323-24).</p>","No"
"22865","2721","Unnamed Sister|Niece of Mrs. McCaslin","Unnamed Sister|Niece of Mrs. McCaslin","","<p>In ""Delta Autumn,"" this woman, Ike McCaslin's ""dead wife's niece,"" lives in his house in Jefferson with her children and looks after him during the fifty weeks of the year he is not in the woods (274).  In <em>Go Down, Moses</em> this same woman is called his ""dead wife’s widowed niece"" near the end (335), but in the first mention of her, in the very beginning of the novel, she is ""his wife's sister"" and his ""sister-in-law"" (6).  Faulkner either mis-remembered the story when he wrote ""sister"" or forgot to change ""niece"" to ""sister"" later.</p>","Yes"
"22863","2719","Unnamed Negro Father of Young Woman","Unnamed Negro Father of Young Woman","","<p>All we know about the father of the young woman who has given birth to Don Boyd's child in ""Delta Autumn"" is that he lived in Indianapolis and died ""two years ago"" (278).  (When Faulkner revised the story for inclusion in <em>Go Down, Moses</em> he made the young woman's family part of the extended McCaslin-Beauchamp-Edmonds family, and so although he made no changes in the way this father is described, radically re-positioned him in the larger Yoknapatawpha narrative; for that reason we have a separate entry for him in the database.)</p>","No"
"22861","2718","Unnamed Confederate Leaders","Unnamed Confederate Leaders","","<p>In ""Delta Autumn"" and again in <em>Go Down, Moses</em>, McCaslin refers to the men who led the Confederacy in the Civil War as the ""group of men . . . inside"" the U.S. who ""tried to tear the country in two with a war"" (269, 322).  He calls these men ""better men"" than ""Hitler"" and ""Pelley"" (in the story, 269) or ""Hitler,"" ""Roosevelt or Wilkie"" (in the novel, 322), but seems glad that ""they failed"" (269, 322).</p>","No"
"22860","2717","Unnamed Aboriginals 1","Unnamed Aboriginals 1","","<p>""Delta Autumn"" and the chapter with that title in <em>Go Down, Moses</em> describe the ""forgotten aboriginals"" of Mississippi as the ancestors of the Indians who lived there until the 19th century (271).  According to the narrative, the mounds on which the Indians buried their dead were originally built by these aboriginals as a refuge from the annual flood water.  These aboriginals were the first humans who entered the wilderness and altered it.  (See also the entry for Unnamed First Aboriginal in the index.)</p>","Yes"
