"SourceTextTitle","SourceTextCode","CharacterName","AKA","Race","Gender","Class","Rank","Vitality","Family","Occupation","SpecificJob","Home","DateOfBirth","FirstAppearence","Biography","CauseOfDeath","col","dob_span","glue","hover","lab","location","mark","Narrator","none","Origin","OtherTexts","OtherTextsTEMP","Real","wid","x","y","Sort Name","Nid","IndividualGroup","Disability","Ethnicity","Ontological Status","ChangesClass","CharacterKey","CharacterKeyID","Parent","financial_status","social_status","family_new","date_of_death"
"The Sound and the Fury","SF","Unnamed Negro in Virginia","","Black","Male","Free Black","Minor","Alive","","","","","","Virginia","<p>Quentin sees this man in Virginia, from the window of the train carrying him back to Yoknapatawpha from Harvard for the holidays.  He is sitting patiently on a mule without a saddle, ""waiting for the train to move"" (86).  When Quentin calls out ""Christmas gift!"" to him, he replies, ""Sho comin, boss. You done caught me, aint you"" (87).  To Quentin, he seems ""like a sign put there saying You are home again"" in the South (87).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Negro in Virginia","3998","Individual","","","","0","Unnamed Negro in Virginia","21750","","","","",""
"The Sound and the Fury","SF","Miss Laura","","White","Female","Middle Class","Minor","Alive","","Professional","Schoolteacher","","","Jefferson School","<p>Miss Laura is Quentin's elementary school teacher.  She disconcerts Quentin when she asks him ""who discovered the Mississippi River"" (88), but she may also be the teacher Quentin refers to in Benjy's section, when he tells his father about trying to protect her from a boy who ""said he would put a frog in her desk"" (68).</p><br />","","","","","","","","","","","","","","","","","","Miss Laura","3999","Individual","","","","0","Miss Laura","21674","","","","",""
"The Sound and the Fury","SF","Henry","","White","Male","Indeterminable","Minor","Alive","","","","","January 1st, 1889 to December 31st, 1891","Jefferson School","<p>The Henry in <em>The Sound and the Fury</em> is the elementary school classmate who - in one of Quentin's fragmentary memories - answers the teacher's question that Quentin can't, about the discoverer of the Mississippi River.</p><br />","","","","","","","","","","","","","","","","","","Henry","4000","Individual","","","","0","Henry 1","20442","","","","",""
"The Sound and the Fury","SF","Gerald Bland","","White","Male","Upper Class","Secondary","Alive","","","","Kentucky","","Cambridge Inset: River and Drawbridge","<p>Gerald Bland of Kentucky is a Harvard University classmate of Quentin who gets into a fistfight with Quentin at the end of Quentin's section.  In many ways he is Quentin's polar opposite: adored by his mother, an accomplished lady's man, athletic and decisive.</p><br />","","","","","","","","","","","","""Ad Astra""","","","","","","Bland, Gerald","4002","Individual","","","","0","Gerald Bland","20551","Mrs. Bland","","","",""
"The Sound and the Fury","SF","Quentin Compson","Quentin Compson III","White","Male","Upper Class","Major","Dies","Compson","","","Compson Place","January 1st, 1891 to December 31st, 1891","Compson Inset: House","<p>The eldest son of Jason and Caroline Compson, Quentin is a major character in two of Faulkner's major novels, this one and <em>Absalom, Absalom!</em> (1936).  In this novel, he is a freshman at Harvard College.  It is through Quentin that the novel articulates its thematic focus on the loss of meaning in the modern world.  His consciousness is haunted, for example, by his father's nihilism, by the destructiveness of time, by his own inadequacies and above all by his younger sister Caddy's lost virginity.  He spends June 2, 1910 - the day his section takes place - both preparing for his suicide and looking for some other way to escape time.  At the end of the day Quentin leaves his dorm room to drown himself in the Charles River.  Caught between the patrician ideals of a lost past and the sordid realities of the present, Quentin tells his father that <em>he</em> is Caddy's lover, that ""I have committed incest"" (79).  Some commentators on the novel believe the incest actually occurred, others believe Quentin's attitude toward Caddy was defined by sexual desire, but others note his horror of sexuality coupled with his shame at being a virgin, and interpret his obsession with Caddy as metaphysical rather than physical: the desire to hold on to her as a symbol of meaning in the midst of a world threatened by chaos and meaninglessness.</p><br />","Suicide","","","","","","","","Stream of Consciousness","","","""A Justice"", ""Appendix: Compson"", ""Lion"", ""That Evening Sun"", Absalom, Absalom!, The Mansion","","","","","","Compson, Quentin","4004","Individual","","","","0","Quentin Compson III","18887","Mrs. Caroline Compson;Mr. Jason Compson","","has influential social contacts (family, business, political)","CompsonsInSF","Thursday, June 2, 1910"
"The Sound and the Fury","SF","Unnamed  Boy(1)","","White","Male","Middle Class","Minor","Alive","","","","","","Jefferson Courthouse and Square","<p>After the Patterson boy stops selling kites with him, Jason finds a new partner, presumably another child about his own age (and presumably more lackadaisical than the Patterson boy about who ends up with the money they make).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Boy(1)","4010","Individual","","","","0","Unnamed Boy 1","21720","","","","",""
"The Sound and the Fury","SF","Grandfather Compson","General Compson;Jason Lycurgus Compson II","White","Male","Upper Class","Minor","Dead","Compson","Armed Forces","Confederate General, Planter","Compson Place","","Compson Place","<p>His first name is not given in this novel, but he appears in a dozen more Yoknapatawpha fictions (more than any other Compson), and several of them, including the ""Appendix"" to <em>The Sound and the Fury</em> that Faulkner published in 1946, identify the full name of the paternal grandfather of the Compson children as ""Jason Lycurgus Compson.""  He is the second Compson with that name; there are two more who appear in the novel: his son Mr. Compson, and Mr. and Mrs. Compson's third child, who is Jason IV.  The ""Appendix"" also identifies this Jason as the son of the Quentin who was a Governor of Mississippi before the Civil War.  ""Grandfather,"" as Quentin calls him, served in the Confederate army as a General.  Quentin associates him with Colonel Sartoris, and idealizes the time in which that older generation lived.  In many texts it is clear that he lived long enough for Quentin to know him personally, but that is not obvious in <em>The Sound and the Fury</em>.</p><br />","Old Age","","","","","","","","","","","""A Bear Hunt"", ""A Justice"", ""My Grandmother Millard and General Bedford Forrest and the Battle of Harrykin Creek"", ""The Bear"", Absalom, Absalom!, Go Down, Moses, Intruder in the Dust, Requiem for a Nun, The Mansion, The Reivers , The Town, The Unvanquished","","","","","","Compson, Grandfather","4012","Individual","","","","0","Jason Lycurgus Compson II","18885","","controls substantial wealth","has influential social contacts (family, business, political)","CompsonsInSF",""
"The Sound and the Fury","SF","Colonel Sartoris","John Sartoris","White","Male","Upper Class","Minor","Dead","Sartoris","Armed Forces","Confederate Colonel","","","Compson Inset: House","<p>Colonel Sartoris looms large over Faulkner's first Yoknapatawpha fiction, <em>Flags in the Dust</em> - originally published in 1929 as <em>Sartoris</em>.  In that novel he was killed fifteen or more years before the Compson children were born.  In <em>The Sound and the Fury</em>, published in the same year as <em>Sartoris</em>, he appears only once, when Quentin thinks nostalgically of the past, an older South than the one he was born into, when his grandfather (Colonel Sartoris' contemporary and a fellow Confederate officer) occupied ""a high place"" from which the two men in their uniforms look ""beyond the cedars"" and see something that apparently Quentin himself cannot (176).</p><br />","","","","","","","","","","","United States","""Ambuscade"", ""Barn Burning"", ""My Grandmother Millard and General Bedford Forrest and the Battle of Harrykin Creek"", ""Raid"", ""Retreat"", ""Shall Not Perish"", ""Skirmish at Sartoris"", ""The Unvanquished"", ""There Was a Queen"", ""Vendee"", Absalom, Absalom!, Flags in the Dust, Light in August, Requiem for a Nun, The Hamlet, The Mansion, The Reivers , The Town, The Unvanquished","","","","","","Sartoris, Colonel","4013","Individual","","","","0","John Sartoris I","18838","","controls substantial wealth","has influential social contacts (family, business, political)","SartorissInSF",""
"The Sound and the Fury","SF","Unnamed Men at Boathouse","","White","Male","Lower Class","Minor","Alive","","Sales and Service","Boathouse Employees","","","Cambridge Inset: River and Drawbridge","<p>These two men carry the rowing ""shell"" that Gerald Bland uses from the boat house to the water (90).</p><br />","","","","","","","","","","","","","","","","","","Unnamed Men at Boathouse","4014","Group","","","","0","Unnamed Men at Boathouse","21734","","","","",""
"The Sound and the Fury","SF","Patterson Boy","","White","Male","Middle Class","Minor","Alive","","","","","","Jefferson Railroad Station","<p>The Pattersons' house is adjacent to the Compsons'.  Quentin remembers that when Jason was younger, he and ""the Patterson boy . . . made kites on the back porch and sold them for a nickel a piece"" (94).  Jason parted ways with him, apparently when the boy complained about not getting his share of the profits.</p><br />","","","","","","","","","","","","","","","","","","Patterson Boy","4015","Individual","","","","0","Patterson Boy","21677","Mrs. Patterson;Mr. Patterson","","","",""
"The Sound and the Fury","SF","Mrs. Bland","","White","Female","Upper Class","Minor","Alive","","","","Kentucky","","Cambridge Inset: River and Drawbridge","<p>Mrs. Bland is the mother of Quentin's Harvard classmate Gerald; she has moved from Kentucky to Cambridge to be close to her son.  She lays claim to an aristocratic heritage, and in person is both formal and insistent.  Shreve calls her ""fate in eight yards of apricot silk"" (106).</p><br />","","","","","","","","","","","","","","","","","","Bland, Mrs.","4018","Individual","","","","0","Mrs. Bland 1","20549","","","","",""
